longitude,latitude,address,batch,classification,name,province,add_detail,era_cn,era_order,era_en,classification_en,era_year,name_en,number,area,num_per_area,province_en
111.91467150000001,36.902332662199996,山西省灵石县,第四批,古遗址,旌介遗址,山西省,山西省灵石县旌介遗址,商,6,Shang dynasty,Ancient ruins,-1333,Yusuke Site,271.0,15.63,17.338451695457454,Shanxi
119.957202421,29.159494120799998,浙江省瑞安市、平阳县、苍南县,第五批,古墓葬,浙南石棚墓群,浙江省,浙江省瑞安市、平阳县、苍南县浙南石棚墓群,商,6,Shang dynasty,Ancient tomb,-1333,Southern Zhejiang Shifang Tombs,130.0,10.2,12.745098039215687,Zhejiang
115.459686028,29.628544625500002,江西省瑞昌市,第五批,古遗址,铜岭铜矿遗址,江西省,江西省瑞昌市铜岭铜矿遗址,商,6,Shang dynasty,Ancient ruins,-1333,Tongling Copper Mine Site,51.0,16.7,3.0538922155688626,Jiangxi
114.16774440200001,37.1524216993,河北省邢台县,第六批,古遗址,东先贤遗址,河北省,河北省邢台县东先贤遗址,商,6,Shang dynasty,Ancient ruins,-1333,East Xianxian Site,165.0,18.77,8.790623335109219,Hebei
113.57092075700001,34.8602841223,河南省郑州市,第六批,古遗址,小双桥遗址,河南省,河南省郑州市小双桥遗址,商,6,Shang dynasty,Ancient ruins,-1333,Xiaoshuangqiao Ruins,188.0,16.7,11.257485029940119,Henan
104.208633984,30.9974609879,四川省广汉县,第三批,古遗址,三星堆遗址,四川省,四川省广汉县三星堆遗址,商,6,Shang dynasty,Ancient ruins,-1333,Sanxingdui Ruins,134.0,48.14,2.7835479850436227,Sichuan
115.506839354,27.7385799192,江西省新干县,第六批,古遗址,牛头城址,江西省,江西省新干县牛头城址,商,6,Shang dynasty,Ancient ruins,-1333,Niutou City Site,51.0,16.7,3.0538922155688626,Jiangxi
113.20208415,35.2069687703,河南省焦作市,第五批,古遗址,府城遗址,河南省,河南省焦作市府城遗址,商,6,Shang dynasty,Ancient ruins,-1333,Fucheng Ruins,188.0,16.7,11.257485029940119,Henan
114.334137377,36.125270228299996,河南省安阳市,第一批,古遗址,殷墟,河南省,河南省安阳市殷墟,商,6,Shang dynasty,Ancient ruins,-1333,Yin Ruins,188.0,16.7,11.257485029940119,Henan
109.934551024,37.3831612412,陕西省清涧县,第六批,古遗址,李家崖城址,陕西省,陕西省清涧县李家崖城址,商,6,Shang dynasty,Ancient ruins,-1333,Lijiaya City Site,138.0,20.56,6.712062256809339,Shaanxi
107.608029227,34.5237661028,陕西省岐山县,第六批,古遗址,凤凰山遗址,陕西省,陕西省岐山县凤凰山遗址,商,6,Shang dynasty,Ancient ruins,-1333,Phoenix Mountain Ruins,138.0,20.56,6.712062256809339,Shaanxi
115.272237835,27.9871334209,江西省樟树市,第四批,古遗址,吴城遗址,江西省,江西省樟树市吴城遗址,商,6,Shang dynasty,Ancient ruins,-1333,Wucheng Ruins,51.0,16.7,3.0538922155688626,Jiangxi
113.69683865100001,34.7567538182,河南省郑州市,第一批,古遗址,郑州商代遗址,河南省,河南省郑州市郑州商代遗址,商,6,Shang dynasty,Ancient ruins,-1333,Zhengzhou Shang Dynasty Site,188.0,16.7,11.257485029940119,Henan
113.35908858299999,31.731483830300004,湖北省随州市,第三批,古墓葬,擂鼓墩古墓群,湖北省,湖北省随州市擂鼓墩古墓群,周,7,Zhou dynasty,Ancient tomb,-651,Gonggudun Ancient Tombs,91.0,18.59,4.895104895104895,Hubei
107.045752318,22.2507711465,广西壮族自治区,第三批,石窟寺及石刻,花山岩画,广西壮族自治区,广西壮族自治区花山岩画,周,7,Zhou dynasty,Cave temple and stone carving,-651,Huashan Rock Painting,42.0,23.6,1.7796610169491525,Guangxi
114.442273239,36.7612030879,河北省邯郸县、永年县,第五批,古墓葬,赵王陵,河北省,河北省邯郸县、永年县赵王陵,周,7,Zhou dynasty,Ancient tomb,-651,Zhao Wangling,165.0,18.77,8.790623335109219,Hebei
112.473701145,30.1015029498,湖北省江陵县,第三批,古墓葬,八岭山古墓群,湖北省,湖北省江陵县八岭山古墓群,周,7,Zhou dynasty,Ancient tomb,-651,Baling Mountain Ancient Tombs,91.0,18.59,4.895104895104895,Hubei
104.59803187799999,27.153322462600002,贵州省赫章县,第五批,古遗址,可乐遗址,贵州省,贵州省赫章县可乐遗址,周,7,Zhou dynasty,Ancient ruins,-651,Cola Ruins,39.0,17.6,2.215909090909091,Guizhou
114.08959939399999,32.3220127258,河南省信阳市,第五批,古遗址,城阳城址,河南省,河南省信阳市城阳城址,周,7,Zhou dynasty,Ancient ruins,-651,Chengyang City Site,188.0,16.7,11.257485029940119,Henan
112.76876801700001,30.343115792600003,湖北省潜江市,第五批,古遗址,龙湾遗址,湖北省,湖北省潜江市龙湾遗址,周,7,Zhou dynasty,Ancient ruins,-651,Longwan Site,91.0,18.59,4.895104895104895,Hubei
120.518017335,29.9390019344,浙江省绍兴县,第五批,古墓葬,印山越国王陵,浙江省,浙江省绍兴县印山越国王陵,周,7,Zhou dynasty,Ancient tomb,-651,Yinshan Yue King's Mausoleum,130.0,10.2,12.745098039215687,Zhejiang
118.05913427799999,36.8046848542,山东省淄博市,第三批,古墓葬,田齐王陵,山东省,山东省淄博市田齐王陵,周,7,Zhou dynasty,Ancient tomb,-651,Tian Qi Wangling,96.0,15.38,6.24187256176853,Shandong
,,山东省济南市、章丘市、肥城市、泰安市、莱芜市、淄博市、沂源县、临朐县、安丘市、诸城市、沂水县、莒县、五莲县、胶南市、青岛市,第五批,古建筑,齐长城遗址,山东省,山东省济南市、章丘市、肥城市、泰安市、莱芜市、淄博市、沂源县、临朐县、安丘市、诸城市、沂水县、莒县、五莲县、胶南市、青岛市齐长城遗址,周,7,Zhou dynasty,Ancient architecture,-651,Qi Changcheng Ruins,96.0,15.38,6.24187256176853,Shandong
106.29267183,36.0081398309,内蒙古自治区伊金霍洛旗，宁夏回族自治区彭阳县、西吉县、固原县,第五批,古建筑,秦长城遗址,内蒙古自治区,内蒙古自治区伊金霍洛旗，宁夏回族自治区彭阳县、西吉县、固原县秦长城遗址,周,7,Zhou dynasty,Ancient architecture,-651,Qin Great Wall Ruins,78.0,118.3,0.6593406593406593,Inner Mongolia
119.632527148,41.8422225866,辽宁省建平县,第五批,古建筑,燕长城遗址,辽宁省,辽宁省建平县燕长城遗址,周,7,Zhou dynasty,Ancient architecture,-651,Yan Great Wall Ruins,53.0,14.59,3.6326250856751203,Liaoning
114.71253718700001,39.8793531478,河北省蔚县,第五批,古遗址,代王城遗址,河北省,河北省蔚县代王城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Daiwangcheng Ruins,165.0,18.77,8.790623335109219,Hebei
116.78383177399999,36.1909340985,北京市、河北省、山西省、内蒙古自治区、陕西省、山东省、宁夏回族自治区、辽宁省,第五批,古建筑,长城,北京市,北京市、河北省、山西省、内蒙古自治区、陕西省、山东省、宁夏回族自治区、辽宁省长城,周,7,Zhou dynasty,Ancient architecture,-651,Great Wall,99.0,1.68,58.92857142857143,Beijing
105.279575229,34.2152627106,甘肃省礼县,第五批,古遗址,大堡子山遗址及墓群,甘肃省,甘肃省礼县大堡子山遗址及墓群,周,7,Zhou dynasty,Ancient ruins,-651,Dabaozishan ruins and tombs,71.0,45.44,1.5625,Gansu
119.954809572,31.7850885869,北京市、天津市、河北省、山东省、江苏省、浙江省,第六批,古建筑,京杭大运河,北京市,北京市、天津市、河北省、山东省、江苏省、浙江省京杭大运河,周,7,Zhou dynasty,Ancient architecture,-651,Beijing-Hangzhou Grand Canal,99.0,1.68,58.92857142857143,Beijing
112.772606787,32.092510578,湖北省枣阳市,第六批,古墓葬,九连墩墓群,湖北省,湖北省枣阳市九连墩墓群,周,7,Zhou dynasty,Ancient tomb,-651,Jiuliandun Tombs,91.0,18.59,4.895104895104895,Hubei
111.72856708,30.451766635,湖北省枝江市,第六批,古墓葬,青山墓群,湖北省,湖北省枝江市青山墓群,周,7,Zhou dynasty,Ancient tomb,-651,Qingshan Tombs,91.0,18.59,4.895104895104895,Hubei
102.191734401,27.3311941754,四川省德昌县、喜德县,第六批,古墓葬,凉山大石墓群,四川省,四川省德昌县、喜德县凉山大石墓群,周,7,Zhou dynasty,Ancient tomb,-651,Liangshan Big Stone Tombs,134.0,48.14,2.7835479850436227,Sichuan
127.97365125399999,41.452416311,吉林省长白朝鲜族自治县,第五批,古墓葬,干沟子墓群,吉林省,吉林省长白朝鲜族自治县干沟子墓群,周,7,Zhou dynasty,Ancient tomb,-651,Dry ditch tomb,33.0,18.74,1.7609391675560302,Jilin
112.493361706,37.7250341151,山西省太原市,第五批,古遗址,晋阳古城遗址,山西省,山西省太原市晋阳古城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Jinyang Ancient City Site,271.0,15.63,17.338451695457454,Shanxi
117.216005208,31.8592524171,安徽省南陵县、繁昌县,第五批,古墓葬,皖南土墩墓群,安徽省,安徽省南陵县、繁昌县皖南土墩墓群,周,7,Zhou dynasty,Ancient tomb,-651,Minnan Mound Tombs,56.0,13.97,4.008589835361489,Anhui
118.527663393,36.0992899297,山东省平度市,第五批,古遗址,即墨故城遗址,山东省,山东省平度市即墨故城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Jimo Rucheng Ruins,96.0,15.38,6.24187256176853,Shandong
116.17107926,39.6005161132,北京市房山区,第三批,古遗址,琉璃河遗址,北京市,北京市房山区琉璃河遗址,周,7,Zhou dynasty,Ancient ruins,-651,Liulihe Ruins,99.0,1.68,58.92857142857143,Beijing
116.970051786,28.1008063317,江西省鹰潭市,第五批,古墓葬,仙水岩崖墓群,江西省,江西省鹰潭市仙水岩崖墓群,周,7,Zhou dynasty,Ancient tomb,-651,Xianshuiyan Cliff Tombs,51.0,16.7,3.0538922155688626,Jiangxi
118.527663393,36.0992899297,山东省滕县,第三批,古遗址,薛城遗址,山东省,山东省滕县薛城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Xuecheng Ruins,96.0,15.38,6.24187256176853,Shandong
119.93408733,31.7083566196,江苏省武进县,第三批,古遗址,淹城遗址,江苏省,江苏省武进县淹城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Yancheng Ruins,118.0,10.26,11.500974658869396,Jiangsu
116.979768375,35.4279679703,山东省邹县,第三批,石窟寺及石刻,铁山、岗山摩崖石刻,山东省,山东省邹县铁山、岗山摩崖石刻,周,7,Zhou dynasty,Cave temple and stone carving,-651,"Tieshan, Gangshan Cliff Stone Carvings",96.0,15.38,6.24187256176853,Shandong
115.67278570799999,32.191227183,河南省固始县,第五批,古遗址,番国故城遗址,河南省,河南省固始县番国故城遗址,周,7,Zhou dynasty,Ancient ruins,-651,The ruins of the ancient city of Fanguo,188.0,16.7,11.257485029940119,Henan
103.79368694899999,25.5022734456,云南省曲靖市,第六批,古墓葬,八塔台墓群,云南省,云南省曲靖市八塔台墓群,周,7,Zhou dynasty,Ancient tomb,-651,Eight towers tombs,75.0,38.33,1.9566918862509783,Yunan
111.186553442,35.1889320523,山西省夏县,第三批,古遗址,禹王城遗址,山西省,山西省夏县禹王城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Ruins of Wangwangcheng,271.0,15.63,17.338451695457454,Shanxi
113.87242852700001,38.4087621917,河北省平山县,第三批,古遗址,中山古城遗址,河北省,河北省平山县中山古城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Zhongshan ancient city ruins,165.0,18.77,8.790623335109219,Hebei
104.06792346299999,30.6799428454,四川省成都市,第五批,古墓葬,成都古蜀船棺合葬墓,四川省,四川省成都市成都古蜀船棺合葬墓,周,7,Zhou dynasty,Ancient tomb,-651,Chengdu ancient raft ship burial tomb,134.0,48.14,2.7835479850436227,Sichuan
108.866619396,34.419260289099995,陕西省咸阳市,第三批,古遗址,秦咸阳城遗址,陕西省,陕西省咸阳市秦咸阳城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Qin Xianyang City Site,138.0,20.56,6.712062256809339,Shaanxi
102.579613932,24.605041073400002,云南省晋宁县,第五批,古墓葬,石寨山占墓群,云南省,云南省晋宁县石寨山占墓群,周,7,Zhou dynasty,Ancient tomb,-651,Shizhai Mountain,75.0,38.33,1.9566918862509783,Yunan
102.753042237,24.4127784932,云南省江川县,第五批,古墓葬,李家山古墓群,云南省,云南省江川县李家山古墓群,周,7,Zhou dynasty,Ancient tomb,-651,Lijiashan Ancient Tombs,75.0,38.33,1.9566918862509783,Yunan
111.21769781399999,34.792268280500004,河南省三门峡市,第四批,古墓葬,虢国墓地,河南省,河南省三门峡市虢国墓地,周,7,Zhou dynasty,Ancient tomb,-651,Lao National Cemetery,188.0,16.7,11.257485029940119,Henan
112.00073234899999,30.5834812263,湖北省当阳市,第五批,古遗址,磨盘山遗址,湖北省,湖北省当阳市磨盘山遗址,周,7,Zhou dynasty,Ancient ruins,-651,Mopanshan Ruins,91.0,18.59,4.895104895104895,Hubei
112.217330299,31.042611202899998,湖北省荆门市,第四批,古墓葬,纪山楚墓群,湖北省,湖北省荆门市纪山楚墓群,周,7,Zhou dynasty,Ancient tomb,-651,Jishan Chu Tombs,91.0,18.59,4.895104895104895,Hubei
107.410607198,34.5124266197,陕西省凤翔县,第三批,古遗址,秦雍城遗址,陕西省,陕西省凤翔县秦雍城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Qinhuangcheng Ruins,138.0,20.56,6.712062256809339,Shaanxi
113.55248289,32.6256257291,河南省泌阳县,第六批,古遗址,下河湾冶铁遗址,河南省,河南省泌阳县下河湾冶铁遗址,周,7,Zhou dynasty,Ancient ruins,-651,Xiahewan Iron and Steel Site,188.0,16.7,11.257485029940119,Henan
109.162630195,34.5719224724,陕西省西安市,第五批,古遗址,栎阳城遗址,陕西省,陕西省西安市栎阳城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Fuyang City Ruins,138.0,20.56,6.712062256809339,Shaanxi
108.77543554799999,34.238034934,陕西省长安县,第一批,古遗址,丰镐遗址,陕西省,陕西省长安县丰镐遗址,周,7,Zhou dynasty,Ancient ruins,-651,Fengjing Site,138.0,20.56,6.712062256809339,Shaanxi
118.44407696299999,36.6549419048,山东省青州市,第三批,石窟寺及石刻,驼山石窟,山东省,山东省青州市驼山石窟,周,7,Zhou dynasty,Cave temple and stone carving,-651,Camel Mountain Grottoes,96.0,15.38,6.24187256176853,Shandong
112.10759508,28.1617898177,湖南省宁乡县,第六批,古遗址,炭河里遗址,湖南省,湖南省宁乡县炭河里遗址,周,7,Zhou dynasty,Ancient ruins,-651,Charcoal ruins,58.0,21.18,2.7384324834749765,Hunan
112.176325797,32.0949336458,湖北省襄樊市,第六批,古遗址,邓国故址,湖北省,湖北省襄樊市邓国故址,周,7,Zhou dynasty,Ancient ruins,-651,The former site of Deng Guo,91.0,18.59,4.895104895104895,Hubei
115.610884371,34.370716074899995,河南省商丘市,第六批,古遗址,宋国故城,河南省,河南省商丘市宋国故城,周,7,Zhou dynasty,Ancient ruins,-651,Song Dynasty Old City,188.0,16.7,11.257485029940119,Henan
114.16903374399999,35.6675717473,河南省淇县,第六批,古遗址,卫国故城,河南省,河南省淇县卫国故城,周,7,Zhou dynasty,Ancient ruins,-651,Weiguo Old City,188.0,16.7,11.257485029940119,Henan
118.300696951,36.854244021599996,山东省益都县,第一批,古遗址,临淄齐国故城,山东省,山东省益都县临淄齐国故城,周,7,Zhou dynasty,Ancient ruins,-651,Linyi Qiguo Old City,96.0,15.38,6.24187256176853,Shandong
115.00637589,32.164239758499996,河南省潢川县,第六批,古遗址,黄国故城,河南省,河南省潢川县黄国故城,周,7,Zhou dynasty,Ancient ruins,-651,Old City of Huangguo,188.0,16.7,11.257485029940119,Henan
113.68789199,35.5435944659,河南省辉县市,第六批,古遗址,共城城址,河南省,河南省辉县市共城城址,周,7,Zhou dynasty,Ancient ruins,-651,Common city site,188.0,16.7,11.257485029940119,Henan
116.736899347,33.693204649,安徽省濉溪县,第六批,古遗址,临涣城址,安徽省,安徽省濉溪县临涣城址,周,7,Zhou dynasty,Ancient ruins,-651,Linyi City Site,56.0,13.97,4.008589835361489,Anhui
116.778547297,32.2878161647,安徽省寿县,第三批,古建筑,丰塘（芍陂）,安徽省,安徽省寿县丰塘（芍陂）,周,7,Zhou dynasty,Ancient architecture,-651,Fengtang (ÉÖÚé),56.0,13.97,4.008589835361489,Anhui
119.583157926,30.626370494299998,浙江省安吉县,第六批,古遗址,递铺城址,浙江省,浙江省安吉县递铺城址,周,7,Zhou dynasty,Ancient ruins,-651,Handing the city site,130.0,10.2,12.745098039215687,Zhejiang
116.99873451,35.62595424,山东省曲阜县,第一批,古墓葬,孔林,山东省,山东省曲阜县孔林,周,7,Zhou dynasty,Ancient tomb,-651,Kong Lin,96.0,15.38,6.24187256176853,Shandong
120.219375416,30.2592444615,浙江省杭州市,第六批,古遗址,茅湾里窑址,浙江省,浙江省杭州市茅湾里窑址,周,7,Zhou dynasty,Ancient ruins,-651,Maowanli kiln site,130.0,10.2,12.745098039215687,Zhejiang
113.137293595,33.7769737417,河南省平顶山市,第六批,古墓葬,应国墓地,河南省,河南省平顶山市应国墓地,周,7,Zhou dynasty,Ancient tomb,-651,Yingguo Cemetery,188.0,16.7,11.257485029940119,Henan
117.011062285,35.6080229042,山东省曲阜县,第一批,古遗址,曲阜鲁国故城,山东省,山东省曲阜县曲阜鲁国故城,周,7,Zhou dynasty,Ancient ruins,-651,Qufu Luguo Old City,96.0,15.38,6.24187256176853,Shandong
111.352960166,35.6123578025,山西省侯马市,第一批,古遗址,侯马晋国遗址,山西省,山西省侯马市侯马晋国遗址,周,7,Zhou dynasty,Ancient ruins,-651,Houma Jinguo Site,271.0,15.63,17.338451695457454,Shanxi
112.473701145,30.1015029498,湖北省江陵县,第一批,古遗址,楚纪南故城,湖北省,湖北省江陵县楚纪南故城,周,7,Zhou dynasty,Ancient ruins,-651,Chu Ji Nan Old City,91.0,18.59,4.895104895104895,Hubei
117.54113529899999,34.5430964732,山东省枣庄市,第六批,古遗址,偪阳故城,山东省,山东省枣庄市偪阳故城,周,7,Zhou dynasty,Ancient ruins,-651,Forcing the old city,96.0,15.38,6.24187256176853,Shandong
117.029949158,35.3139226769,山东省邹城市,第六批,古遗址,邾国故城,山东省,山东省邹城市邾国故城,周,7,Zhou dynasty,Ancient ruins,-651,The ancient city of Laos,96.0,15.38,6.24187256176853,Shandong
118.363316756,34.6356536405,山东省郯城县,第六批,古遗址,郯国故城,山东省,山东省郯城县郯国故城,周,7,Zhou dynasty,Ancient ruins,-651,The ancient city of Laos,96.0,15.38,6.24187256176853,Shandong
120.522799506,37.6104012817,山东省龙口市,第六批,古遗址,归城城址,山东省,山东省龙口市归城城址,周,7,Zhou dynasty,Ancient ruins,-651,Home city site,96.0,15.38,6.24187256176853,Shandong
102.11788786,27.8633773958,四川省西昌市,第六批,古遗址,大洋堆遗址,四川省,四川省西昌市大洋堆遗址,周,7,Zhou dynasty,Ancient ruins,-651,Oceanic ruins,134.0,48.14,2.7835479850436227,Sichuan
106.987601766,30.948814160700003,四川省渠县,第六批,古遗址,城坝遗址,四川省,四川省渠县城坝遗址,周,7,Zhou dynasty,Ancient ruins,-651,City dam ruins,134.0,48.14,2.7835479850436227,Sichuan
105.57369304,32.216855968699996,四川省广元市、剑阁县,第六批,古遗址,剑门蜀道遗址,四川省,四川省广元市、剑阁县剑门蜀道遗址,周,7,Zhou dynasty,Ancient ruins,-651,Jianmen Road Ruins,134.0,48.14,2.7835479850436227,Sichuan
107.849235406,34.5000278607,陕西省扶风县、歧山县,第二批,古遗址,周原遗址,陕西省,陕西省扶风县、歧山县周原遗址,周,7,Zhou dynasty,Ancient ruins,-651,Zhouyuan Ruins,138.0,20.56,6.712062256809339,Shaanxi
114.95624071200001,30.0772435503,湖北省大冶县,第二批,古遗址,铜录山古铜矿遗址,湖北省,湖北省大冶县铜录山古铜矿遗址,周,7,Zhou dynasty,Ancient ruins,-651,Tonglushan bronze mine site,91.0,18.59,4.895104895104895,Hubei
111.55821129700001,35.7402315573,山西省曲沃县、翼城县,第四批,古遗址,曲村－天马遗址,山西省,山西省曲沃县、翼城县曲村－天马遗址,周,7,Zhou dynasty,Ancient ruins,-651,Qucun-Tianma Ruins,271.0,15.63,17.338451695457454,Shanxi
118.191092708,30.920122821,安徽省南陵县、铜陵市,第四批,古遗址,大工山－凤凰山铜矿遗址,安徽省,安徽省南陵县、铜陵市大工山－凤凰山铜矿遗址,周,7,Zhou dynasty,Ancient ruins,-651,Dagongshan-Phoenix Mountain Copper Mine Site,56.0,13.97,4.008589835361489,Anhui
114.409238575,33.3012212134,河南省上蔡县,第四批,古遗址,蔡国故城,河南省,河南省上蔡县蔡国故城,周,7,Zhou dynasty,Ancient ruins,-651,Cai Guo's Old City,188.0,16.7,11.257485029940119,Henan
115.537873588,39.3126354331,河北省易县,第一批,古遗址,燕下都遗址,河北省,河北省易县燕下都遗址,周,7,Zhou dynasty,Ancient ruins,-651,Yanxiadu Ruins,165.0,18.77,8.790623335109219,Hebei
114.482693932,36.6093079285,河北省邯郸市,第一批,古遗址,赵邯郸故城,河北省,河北省邯郸市赵邯郸故城,周,7,Zhou dynasty,Ancient ruins,-651,Zhao Yu¡¯s old city,165.0,18.77,8.790623335109219,Hebei
113.759329454,34.4024638885,河南省新郑县,第一批,古遗址,郑韩故城,河南省,河南省新郑县郑韩故城,周,7,Zhou dynasty,Ancient ruins,-651,Zheng Han's Old City,188.0,16.7,11.257485029940119,Henan
117.023183121,38.2148199661,河北省沧县,第一批,石窟寺及石刻,沧州铁狮子,河北省,河北省沧县沧州铁狮子,周,7,Zhou dynasty,Cave temple and stone carving,-651,Cangzhou Iron Lion,165.0,18.77,8.790623335109219,Hebei
124.38049140700001,43.4144376296,吉林省梨树县,第五批,古遗址,龙湖古城遗址,吉林省,吉林省梨树县龙湖古城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Longhu Ancient City Ruins,33.0,18.74,1.7609391675560302,Jilin
120.731877467,29.958230528,浙江省绍兴县,第六批,古遗址,富盛窑址,浙江省,浙江省绍兴县富盛窑址,周,7,Zhou dynasty,Ancient ruins,-651,Fusheng Kiln Site,130.0,10.2,12.745098039215687,Zhejiang
112.734821674,34.630801858299996,河南省偃师市,第六批,古遗址,滑国故城,河南省,河南省偃师市滑国故城,周,7,Zhou dynasty,Ancient ruins,-651,Sliding country,188.0,16.7,11.257485029940119,Henan
115.908778915,39.0578135495,河北省容城县,第六批,古遗址,南阳遗址,河北省,河北省容城县南阳遗址,周,7,Zhou dynasty,Ancient ruins,-651,Nanyang Ruins,165.0,18.77,8.790623335109219,Hebei
114.353630829,36.287013852,河北省磁县,第六批,古遗址,讲武城遗址,河北省,河北省磁县讲武城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Speaking of Wucheng Ruins,165.0,18.77,8.790623335109219,Hebei
112.40383005700001,35.0938930945,河南省济源市,第六批,古遗址,轵国故城,河南省,河南省济源市轵国故城,周,7,Zhou dynasty,Ancient ruins,-651,The ancient city of Laos,188.0,16.7,11.257485029940119,Henan
114.846141604,30.0728958483,湖北省大冶市,第五批,古遗址,鄂王城城址,湖北省,湖北省大冶市鄂王城城址,周,7,Zhou dynasty,Ancient ruins,-651,Ewangcheng City Site,91.0,18.59,4.895104895104895,Hubei
111.310981092,30.732757818000003,湖北省宜昌市,第五批,古遗址,季家湖城址,湖北省,湖北省宜昌市季家湖城址,周,7,Zhou dynasty,Ancient ruins,-651,Jijiahu City Site,91.0,18.59,4.895104895104895,Hubei
111.319286751,35.373753156999996,山西省闻喜县,第六批,古遗址,上郭城址和邱家庄墓群,山西省,山西省闻喜县上郭城址和邱家庄墓群,周,7,Zhou dynasty,Ancient ruins,-651,Shang Guocheng Site and Qiujiazhuang Tombs,271.0,15.63,17.338451695457454,Shanxi
111.22736057700001,37.7333744125,山西省方山县,第六批,古遗址,南村城址,山西省,山西省方山县南村城址,周,7,Zhou dynasty,Ancient ruins,-651,Nancun City Site,271.0,15.63,17.338451695457454,Shanxi
113.922838397,33.37154893,河南省西平县,第四批,古遗址,酒店冶铁遗址,河南省,河南省西平县酒店冶铁遗址,周,7,Zhou dynasty,Ancient ruins,-651,Hotel iron ruins,188.0,16.7,11.257485029940119,Henan
111.358386289,35.1266795108,山西省夏县,第六批,古墓葬,崔家河墓群,山西省,山西省夏县崔家河墓群,周,7,Zhou dynasty,Ancient tomb,-651,Cuijiahe Tombs,271.0,15.63,17.338451695457454,Shanxi
120.513452101,31.4989090621,江苏省无锡市,第六批,古墓葬,鸿山墓群,江苏省,江苏省无锡市鸿山墓群,周,7,Zhou dynasty,Ancient tomb,-651,Hongshan Tombs,118.0,10.26,11.500974658869396,Jiangsu
114.52048681299999,37.0695311969,河北省邢台市,第六批,古墓葬,邢国墓地,河北省,河北省邢台市邢国墓地,周,7,Zhou dynasty,Ancient tomb,-651,Xingguo Cemetery,165.0,18.77,8.790623335109219,Hebei
116.830956881,32.5809850268,安徽省寿县,第五批,古遗址,寿春城遗址,安徽省,安徽省寿县寿春城遗址,周,7,Zhou dynasty,Ancient ruins,-651,Shouchun City Ruins,56.0,13.97,4.008589835361489,Anhui
